Date, Variable, National, Bomi County, Bong County, Gbarpolu County, Grand Bassa, Grand Cape Mount, Grand Gedeh, Grand Kru, Lofa County, Margibi County, Maryland County, Montserrado County, Nimba County, River Gee County, RiverCess County, Sinoe County
10/12/14,Case Fatality Rate (CFR) - Confirmed & Probable Cases,66,78,26,50,33,71,0,59,54,44,100,93,56,0,86,20
10/12/14,Newly reported contacts,46,0,0,0,0,0,0,0,0,0,0,35,0,0,0,11
10/12/14,Total contacts listed,17095,782,972,88,335,230,20,69,878,2973,17,9669,840,31,113,78
10/12/14,Currently under follow-up,7136,470,161,67,94,209,20,7,448,1723,17,3353,435,3,66,63
10/12/14,Contacts seen,6391,0,161,0,94,221,0,0,445,1723,0,3249,435,0,0,63
10/12/14,Contacts who completed 21 day follow-up,452,0,0,0,0,21,0,0,0,0,0,26,405,0,0,0
10/12/14,Contacts lost to follow-up,16,0,0,1,0,0,0,0,0,15,0,0,0,0,0,0
10/12/14,New admissions,,,,,,,,,,,,,,,,
10/12/14,Total no. currently in Treatment Units,436,0,16,0,6,0,0,0,15,0,0,394,5,0,0,0
10/12/14,Total discharges,75,0,4,0,0,0,0,0,0,0,0,71,0,0,0,0
10/12/14,Cumulative admission/isolation,326,6,64,0,10,0,0,0,15,0,0,224,5,0,0,2
10/12/14,Newly Reported Cases in HCW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/12/14,Cumulative cases among HCW,207,6,26,0,3,3,0,0,23,45,0,89,10,2,0,0
10/12/14,Newly Reported deaths in HCW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/12/14,Cumulative deaths among HCW,94,5,7,0,1,0,0,0,18,20,0,34,8,1,0,0
10/12/14,New Case/s (Suspected),3,,0,,0,,,,,1,,2,0,,,
10/12/14,New Case/s (Probable),8,,0,,1,,,,,3,,4,0,,,
10/12/14,New case/s (confirmed),0,,0,,0,,,,,0,,0,0,,,
10/12/14,Total suspected cases,,,,,,,,,,,,,,,,
10/12/14,Total probable cases,,,,,,,,,,,,,,,,
10/12/14,Total confirmed cases,,,,,,,,,,,,,,,,
10/12/14,Total Number of Confirmed Cases of Sierra Leonean Nationality,13,0,0,0,0,1,0,0,11,1,0,0,0,0,0,0
10/12/14,Total Number of Confirmed Cases of Guinean Nationality,4,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0
10/12/14,Cumulative (confirmed + probable + suspects),4247,94,444,6,137,30,3,26,808,600,8,1791,253,19,10,18
10/13/14,Specimens collected,,,,,,,,,,,,,,,,
10/13/14,Specimens pending for testing,,,,,,,,,,,,,,,,
10/13/14,Total specimens tested,,,,,,,,,,,,,,,,
10/13/14,Newly reported deaths,22,0,3,0,0,0,0,0,0,0,0,19,0,0,0,0
10/13/14,Total death/s in confirmed cases,,,,,,,,,,,,,,,,
10/13/14,Total death/s in probable cases,,,,,,,,,,,,,,,,
10/13/14,Total death/s in suspected cases,,,,,,,,,,,,,,,,
10/13/14,"Total death/s in confirmed, probable, suspected cases",2473,69,168,2,40,24,2,17,448,268,9,1272,137,6,8,3
10/13/14,Case Fatality Rate (CFR) - Confirmed & Probable Cases,67,78,28,50,32,71,0,59,54,44,100,95,55,0,86,20
10/13/14,Newly reported contacts,169,0,0,0,0,0,0,0,0,0,0,158,0,0,0,11
10/13/14,Total contacts listed,16669,686,972,88,335,206,20,69,414,2973,17,9827,840,31,113,78
10/13/14,Currently under follow-up,7052,470,143,67,63,205,20,7,414,1720,17,3388,435,3,66,34
10/13/14,Contacts seen,6750,468,143,0,63,205,0,0,342,1720,0,3340,435,0,0,34
10/13/14,Contacts who completed 21 day follow-up,878,216,18,0,0,22,0,0,0,0,0,217,405,0,0,0
10/13/14,Contacts lost to follow-up,23,0,0,1,0,1,0,0,0,15,0,6,0,0,0,0
10/13/14,New admissions,24,0,0,0,1,0,0,0,2,0,0,18,3,0,0,0
10/13/14,Total no. currently in Treatment Units,401,15,16,0,6,0,0,0,9,0,0,345,8,0,0,2
10/13/14,Total discharges,13,0,0,0,0,0,0,0,2,0,0,11,0,0,0,0
10/13/14,Cumulative admission/isolation,453,15,64,0,10,0,0,0,9,0,0,345,8,0,0,2
10/13/14,Newly Reported Cases in HCW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/13/14,Cumulative cases among HCW,207,6,26,0,3,3,0,0,23,45,0,89,10,2,0,0
10/13/14,Newly Reported deaths in HCW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/13/14,Cumulative deaths among HCW,94,5,7,0,1,0,0,0,18,20,0,34,8,1,0,0
10/13/14,New Case/s (Suspected),15,0,3,,0,0,,,0,0,,10,2,,,0
10/13/14,New Case/s (Probable),21,0,0,,1,0,,,2,3,,13,2,,,0
10/13/14,New case/s (confirmed),0,0,0,,0,0,,,0,0,,0,0,,,0
10/13/14,Total suspected cases,,,,,,,,,,,,,,,,
10/13/14,Total probable cases,,,,,,,,,,,,,,,,
10/13/14,Total confirmed cases,,,,,,,,,,,,,,,,
10/13/14,Total Number of Confirmed Cases of Sierra Leonean Nationality,13,0,0,0,0,1,0,0,11,1,0,0,0,0,0,0
10/13/14,Total Number of Confirmed Cases of Guinean Nationality,4,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0
10/13/14,Cumulative (confirmed + probable + suspects),4254,94,444,6,138,30,3,26,810,600,8,1791,257,19,10,18
10/16/14,Specimens collected,,,,,,,,,,,,,,,,
10/16/14,Specimens pending for testing,,,,,,,,,,,,,,,,
10/16/14,Total specimens tested,,,,,,,,,,,,,,,,
10/16/14,Newly reported deaths,30,,2,,0,1,0,0,3,0,,24,0,0,,0
10/16/14,Total death/s in confirmed cases,,,,,,,,,,,,,,,,
10/16/14,Total death/s in probable cases,,,,,,,,,,,,,,,,
10/16/14,Total death/s in suspected cases,,,,,,,,,,,,,,,,
10/16/14,"Total death/s in confirmed, probable, suspected cases",2649,69,175,3,41,25,2,17,458,353,9,1341,137,6,8,5
10/16/14,Case Fatality Rate (CFR) - Confirmed & Probable Cases,"67.5",78,28,38,32,71,0,59,55,49,100,95,51,0,86,17
10/16/14,Newly reported contacts,386,0,12,0,4,0,3,0,0,11,0,356,0,0,0,0
10/16/14,Total contacts listed,18453,686,1307,121,399,206,56,69,756,2994,17,10780,840,31,113,78
10/16/14,Currently under follow-up,7621,470,263,71,295,142,3,7,350,1725,17,3740,435,3,66,34
10/16/14,Contacts seen,3757,0,0,0,44,0,3,0,5,0,0,3705,0,0,0,0
10/16/14,Contacts who completed 21 day follow-up,230,0,29,49,0,42,1,0,0,0,0,109,0,0,0,0
10/16/14,Contacts lost to follow-up,38,0,0,1,0,22,0,0,0,15,0,0,0,0,0,0
10/16/14,New admissions,56,0,12,0,1,0,0,0,1,0,0,37,5,0,0,0
10/16/14,Total no. currently in Treatment Units,367,14,18,0,6,0,0,0,6,0,0,309,14,0,0,0
10/16/14,Total discharges,21,0,0,0,0,0,0,0,1,0,0,20,0,0,0,0
10/16/14,Cumulative admission/isolation,453,15,64,0,10,0,0,0,9,0,0,345,8,0,0,2
10/16/14,Newly Reported Cases in HCW,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10/16/14,Cumulative cases among HCW,224,6,26,0,3,3,0,0,23,58,0,92,10,2,0,1
10/16/14,Newly Reported deaths in HCW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/16/14,Cumulative deaths among HCW,101,5,7,0,1,0,0,0,18,27,0,34,8,1,0,0
10/16/14,New Case/s (Suspected),14,,2,,0,1,0,0,0,1,,10,0,0,,0
10/16/14,New Case/s (Probable),27,,2,,1,0,0,0,1,8,,8,5,0,,2
10/16/14,New case/s (confirmed),0,,0,,0,0,0,0,0,0,,0,0,0,,0
10/16/14,Total suspected cases,,,,,,,,,,,,,,,,
10/16/14,Total probable cases,,,,,,,,,,,,,,,,
10/16/14,Total confirmed cases,,,,,,,,,,,,,,,,
10/16/14,Total Number of Confirmed Cases of Sierra Leonean Nationality,13,0,0,0,0,1,0,0,11,1,0,0,0,0,0,0
10/16/14,Total Number of Confirmed Cases of Guinean Nationality,4,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0
10/16/14,Cumulative (confirmed + probable + suspects),4432,95,448,10,141,30,3,41,812,614,8,1904,275,19,10,22
10/17/14,Specimens collected,,,,,,,,,,,,,,,,
10/17/14,Specimens pending for testing,,,,,,,,,,,,,,,,
10/17/14,Total specimens tested,,,,,,,,,,,,,,,,
10/17/14,Newly reported deaths,29,0,2,0,0,3,0,0,3,0,0,21,0,0,0,0
10/17/14,Total death/s in confirmed cases,,,,,,,,,,,,,,,,
10/17/14,Total death/s in probable cases,,,,,,,,,,,,,,,,
10/17/14,Total death/s in suspected cases,,,,,,,,,,,,,,,,
10/17/14,"Total death/s in confirmed, probable, suspected cases",2678,69,177,3,41,28,2,17,461,353,9,1362,137,6,8,5
10/17/14,Case Fatality Rate (CFR) - Confirmed & Probable Cases,66.7,78,28,38,32,68,0,59,55,49,100,92,51,0,86,17
10/17/14,Newly reported contacts,162,0,0,0,0,0,0,0,0,10,0,152,0,0,0,0
10/17/14,Total contacts listed,18615,686,1307,121,399,206,56,69,756,3004,17,10932,840,31,113,78
10/17/14,Currently under follow-up,7894,470,263,71,295,142,3,7,350,1735,17,4003,435,3,66,34
10/17/14,Contacts seen,3941,0,0,0,0,0,0,0,0,0,0,3941,0,0,0,0
10/17/14,Contacts who completed 21 day follow-up,146,0,0,0,0,0,0,0,5,0,0,141,0,0,0,0
10/17/14,Contacts lost to follow-up,44,0,0,1,0,22,0,0,0,15,0,6,0,0,0,0
10/17/14,New admissions,60,0,0,0,0,0,1,0,1,4,0,54,0,0,0,0
10/17/14,Total no. currently in Treatment Units,329,0,18,0,0,0,0,0,6,0,0,305,0,0,0,0
10/17/14,Total discharges,28,0,0,0,0,0,0,0,1,0,0,28,0,0,0,0
10/17/14,Cumulative admission/isolation,,,,,,,,,,,,,,,,
10/17/14,Newly Reported Cases in HCW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/17/14,Cumulative cases among HCW,224,6,26,0,3,3,0,0,23,58,0,92,10,2,0,1
10/17/14,Newly Reported deaths in HCW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/17/14,Cumulative deaths among HCW,101,5,7,0,1,0,0,0,18,27,0,34,8,1,0,0
10/17/14,New Case/s (Suspected),95,,2,,0,0,0,0,0,2,,91,,,,
10/17/14,New Case/s (Probable),71,,1,,0,5,0,0,1,3,,61,,,,
10/17/14,New case/s (confirmed),1,,0,,0,0,0,0,1,0,,0,,,,
10/17/14,Total suspected cases,,,,,,,,,,,,,,,,
10/17/14,Total probable cases,,,,,,,,,,,,,,,,
10/17/14,Total confirmed cases,,,,,,,,,,,,,,,,
10/17/14,Total Number of Confirmed Cases of Sierra Leonean Nationality,13,0,0,0,0,1,0,0,11,1,0,0,0,0,0,0
10/17/14,Total Number of Confirmed Cases of Guinean Nationality,4,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0
10/17/14,Cumulative (confirmed + probable + suspects),4599,95,451,10,141,35,3,41,814,619,8,2056,275,19,10,22
10/18/14,Specimens collected,,,,,,,,,,,,,,,,
10/18/14,Specimens pending for testing,,,,,,,,,,,,,,,,
10/18/14,Total specimens tested,,,,,,,,,,,,,,,,
10/18/14,Newly reported deaths,16,0,5,0,0,1,0,0,3,0,0,7,0,0,0,0
10/18/14,Total death/s in confirmed cases,,,,,,,,,,,,,,,,
10/18/14,Total death/s in probable cases,,,,,,,,,,,,,,,,
10/18/14,Total death/s in suspected cases,,,,,,,,,,,,,,,,
10/18/14,"Total death/s in confirmed, probable, suspected cases",2694,69,182,3,41,29,2,17,464,353,9,1369,137,6,8,5
10/18/14,Case Fatality Rate (CFR) - Confirmed & Probable Cases,66.5,78,27,38,32,64,0,59,55,49,100,91,50,0,86,17
10/18/14,Newly reported contacts,84,0,0,0,0,0,0,0,0,16,0,15,53,0,0,0
10/18/14,Total contacts listed,18699,686,1307,121,399,206,56,69,756,3020,17,10947,893,31,113,78
10/18/14,Currently under follow-up,8168,470,263,71,295,142,3,7,350,1751,17,4208,488,3,66,34
10/18/14,Contacts seen,4633,0,0,0,0,0,0,0,0,0,0,4145,488,0,0,0
10/18/14,Contacts who completed 21 day follow-up,97,0,0,0,0,0,0,0,0,0,0,97,0,0,0,0
10/18/14,Contacts lost to follow-up,62,0,0,1,0,22,0,0,0,15,0,24,0,0,0,0
10/18/14,New admissions,58,0,28,0,1,0,0,0,1,5,0,19,4,0,0,0
10/18/14,Total no. currently in Treatment Units,343,0,24,0,0,0,0,0,6,0,0,301,12,0,0,0
10/18/14,Total discharges,49,0,18,0,0,0,0,0,1,0,0,24,6,0,0,0
10/18/14,Cumulative admission/isolation,,,,,,,,,,,,,,,,
10/18/14,Newly Reported Cases in HCW,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
10/18/14,Cumulative cases among HCW,226,6,26,0,3,3,0,0,23,58,0,94,10,2,0,1
10/18/14,Newly Reported deaths in HCW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/18/14,Cumulative deaths among HCW,101,5,7,0,1,0,0,0,18,27,0,34,8,1,0,0
10/18/14,New Case/s (Suspected),37,,24,,,0,0,,0,1,,,0,,,
10/18/14,New Case/s (Probable),20,,0,,,3,0,,1,5,,,4,,,
10/18/14,New case/s (confirmed),7,,6,,,0,0,,1,0,,,0,,,
10/18/14,Total suspected cases,,,,,,,,,,,,,,,,
10/18/14,Total probable cases,,,,,,,,,,,,,,,,
10/18/14,Total confirmed cases,,,,,,,,,,,,,,,,
10/18/14,Total Number of Confirmed Cases of Sierra Leonean Nationality,13,0,0,0,0,1,0,0,11,1,0,0,0,0,0,0
10/18/14,Total Number of Confirmed Cases of Guinean Nationality,4,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0
10/18/14,Cumulative (confirmed + probable + suspects),4657,95,481,10,143,38,3,41,816,619,8,2073,279,19,10,22
10/19/14,Specimens collected,,,,,,,,,,,,,,,,
10/19/14,Specimens pending for testing,,,,,,,,,,,,,,,,
10/19/14,Total specimens tested,,,,,,,,,,,,,,,,
10/19/14,Newly reported deaths,8,0,0,0,0,1,0,0,0,0,1,6,0,0,0,0
10/19/14,Total death/s in confirmed cases,,,,,,,,,,,,,,,,
10/19/14,Total death/s in probable cases,,,,,,,,,,,,,,,,
10/19/14,Total death/s in suspected cases,,,,,,,,,,,,,,,,
10/19/14,"Total death/s in confirmed, probable, suspected cases",2709,69,182,3,41,30,2,17,464,353,10,1382,137,6,8,5
10/19/14,Case Fatality Rate (CFR) - Confirmed & Probable Cases,66.5,78,27,38,32,63,0,59,55,49,100,91,50,0,86,17
10/19/14,Newly reported contacts,71,0,0,0,0,53,0,0,0,3,0,15,0,0,0,0
10/19/14,Total contacts listed,18722,686,1307,121,399,211,56,69,756,3023,17,10962,893,31,113,78
10/19/14,Currently under follow-up,8209,470,215,71,295,189,3,7,350,1754,17,4247,488,3,66,34
10/19/14,Contacts seen,5110,0,215,0,0,189,0,0,0,0,0,4218,488,0,0,0
10/19/14,Contacts who completed 21 day follow-up,97,0,0,0,0,0,0,0,0,0,0,97,0,0,0,0
10/19/14,Contacts lost to follow-up,62,0,0,1,0,22,0,0,0,15,0,24,0,0,0,0
10/19/14,New admissions,29,0,0,0,0,0,0,0,0,3,0,22,4,0,0,0
10/19/14,Total no. currently in Treatment Units,228,0,24,0,0,0,0,0,0,0,0,192,12,0,0,0
10/19/14,Total discharges,40,0,28,0,0,0,0,0,0,0,0,6,6,0,0,0
10/19/14,Cumulative admission/isolation,,,,,,,,,,,,,,,,
10/19/14,Newly Reported Cases in HCW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/19/14,Cumulative cases among HCW,228,6,26,0,3,3,0,0,23,58,0,96,10,2,0,1
10/19/14,Newly Reported deaths in HCW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/19/14,Cumulative deaths among HCW,101,5,7,0,1,0,0,0,18,27,0,34,8,1,0,0
10/19/14,New Case/s (Suspected),9,,0,,0,1,0,,0,0,,8,0,,,
10/19/14,New Case/s (Probable),10,,0,,0,2,0,,0,3,,5,0,,,
10/19/14,New case/s (confirmed),0,,0,,0,0,0,,0,0,,0,0,,,
10/19/14,Total suspected cases,,,,,,,,,,,,,,,,
10/19/14,Total probable cases,,,,,,,,,,,,,,,,
10/19/14,Total confirmed cases,,,,,,,,,,,,,,,,
10/19/14,Total Number of Confirmed Cases of Sierra Leonean Nationality,13,0,0,0,0,1,0,0,11,1,0,0,0,0,0,0
10/19/14,Total Number of Confirmed Cases of Guinean Nationality,4,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0
10/19/14,Cumulative (confirmed + probable + suspects),4693,95,481,10,143,41,3,41,816,622,8,2103,279,19,10,22
10/20/14,Specimens collected,,,,,,,,,,,,,,,,
10/20/14,Specimens pending for testing,,,,,,,,,,,,,,,,
10/20/14,Total specimens tested,,,,,,,,,,,,,,,,
10/20/14,Newly reported deaths,28,0,0,0,1,0,0,0,1,0,0,25,1,0,0,0
10/20/14,Total death/s in confirmed cases,,,,,,,,,,,,,,,,
10/20/14,Total death/s in probable cases,,,,,,,,,,,,,,,,
10/20/14,Total death/s in suspected cases,,,,,,,,,,,,,,,,
10/20/14,"Total death/s in confirmed, probable, suspected cases",2737,69,182,3,42,30,2,17,465,353,10,1407,138,6,8,5
10/20/14,Case Fatality Rate (CFR) - Confirmed & Probable Cases,66.7,78,27,38,32,63,0,59,55,47,100,92,50,0,86,15
10/20/14,Newly reported contacts,324,0,0,0,6,0,0,0,0,13,0,305,0,0,0,0
10/20/14,Total contacts listed,19065,686,1307,121,405,211,56,69,756,3036,17,11267,893,31,113,97
10/20/14,Currently under follow-up,8093,470,215,71,45,189,3,7,328,1757,17,4337,488,3,66,97
10/20/14,Contacts seen,4665,0,0,0,45,0,0,0,328,0,0,4292,0,0,0,0
10/20/14,Contacts who completed 21 day follow-up,255,0,0,0,0,0,0,0,33,0,0,222,0,0,0,0
10/20/14,Contacts lost to follow-up,46,0,0,1,0,22,0,0,0,15,0,8,0,0,0,0
10/20/14,New admissions,58,0,0,0,4,0,0,0,0,9,0,44,1,0,0,0
10/20/14,Total no. currently in Treatment Units,410,0,0,0,9,0,0,0,5,0,0,388,8,0,0,0
10/20/14,Total discharges,14,0,0,0,0,0,0,0,0,1,0,7,6,0,0,0
10/20/14,Cumulative admission/isolation,,,,,,,,,,,,,,,,
10/20/14,Newly Reported Cases in HCW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/20/14,Cumulative cases among HCW,228,6,26,0,3,3,0,0,23,58,0,96,10,2,0,1
10/20/14,Newly Reported deaths in HCW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/20/14,Cumulative deaths among HCW,101,5,7,0,1,0,0,0,18,27,0,34,8,1,0,0
10/20/14,New Case/s (Suspected),22,,,,2,,,0,0,0,,20,0,,,0
10/20/14,New Case/s (Probable),27,,,,2,,,0,1,10,,13,1,,,
10/20/14,New case/s (confirmed),1,,,,0,,,0,1,0,,0,0,,,0
10/20/14,Total suspected cases,,,,,,,,,,,,,,,,
10/20/14,Total probable cases,,,,,,,,,,,,,,,,
10/20/14,Total confirmed cases,,,,,,,,,,,,,,,,
10/20/14,Total Number of Confirmed Cases of Sierra Leonean Nationality,13,0,0,0,0,1,0,0,11,1,0,0,0,0,0,0
10/20/14,Total Number of Confirmed Cases of Guinean Nationality,4,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0
10/20/14,Cumulative (confirmed + probable + suspects),4744,95,481,10,147,41,3,41,818,632,8,2136,280,19,10,23
10/21/2014,Specimens collected,,,,,,,,,,,,,,,,
10/21/2014,Specimens pending for testing,,,,,,,,,,,,,,,,
10/21/2014,Total specimens tested,,,,,,,,,,,,,,,,
10/21/2014,Newly reported deaths,23,2,0,0,0,0,0,0,0,0,0,21,0,0,0,0
10/21/2014,Total death/s in confirmed cases,,,,,,,,,,,,,,,,
10/21/2014,Total death/s in probable cases,,,,,,,,,,,,,,,,
10/21/2014,Total death/s in suspected cases,,,,,,,,,,,,,,,,
10/21/2014,"Total death/s in confirmed,  probable, suspected cases",2770,71,182,3,42,30,2,17,465,353,10,1438,138,6,8,5
10/21/2014,"Case Fatality Rate (CFR) - Confirmed & Probable Cases",,,,,,,,,,,,,,,,
10/21/2014,Newly reported contacts,90,0,0,0,0,56,2,0,0,0,0,32,0,0,0,0
10/21/2014,Total contacts listed,19155,686,1307,121,405,267,58,69,756,3036,17,11299,893,31,113,97
10/21/2014,Currently under follow-up,8677,470,215,71,45,247,3,7,328,1757,17,4863,488,3,66,97
10/21/2014,Contacts seen,5068,0,0,0,0,247,0,0,0,0,0,4821,0,0,0,0
10/21/2014,"Contacts who completed 21 day follow-up",299,0,0,0,0,0,0,0,33,0,0,266,0,0,0,0
10/21/2014,Contacts lost to follow-up,38,0,0,1,0,21,0,0,0,15,0,1,0,0,0,0
10/21/2014,New admissions,48,1,0,0,0,0,0,0,0,0,0,45,2,0,0,0
10/21/2014,"Total no. currently in Treatment Units",390,14,0,0,9,0,0,0,5,0,0,352,10,0,0,0
10/21/2014,Total discharges,34,3,0,0,0,0,0,0,0,0,0,25,6,0,0,0
10/21/2014,Cumulative admission/isolation,,,,,,,,,,,,,,,,
10/21/2014,Newly Reported Cases in HCW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/21/2014,Cumulative cases among HCW,228,6,26,0,3,3,0,0,23,58,0,96,10,2,0,1
10/21/2014,Newly Reported deaths in HCW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/21/2014,Cumulative deaths among HCW,101,5,7,0,1,0,0,0,18,27,0,34,8,1,0,0
10/21/2014,New Case/s (Suspected),25,1,,,,2,1,,,,,20,1,,,0
10/21/2014,New Case/s (Probable),3,0,,,,0,0,,,,,2,1,,,
10/21/2014,New case/s (confirmed),0,0,,,,0,0,,,,,0,0,,,0
10/21/2014,Total suspected cases,,,,,,,,,,,,,,,,
10/21/2014,Total probable cases,,,,,,,,,,,,,,,,
10/21/2014,Total confirmed cases,,,,,,,,,,,,,,,,
10/21/2014,"Total Number of Confirmed Cases of Sierra Leonean Nationality",13,0,0,0,0,1,0,0,11,1,0,0,0,0,0,0
10/21/2014,"Total Number of Confirmed Cases of Guinean Nationality",4,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0
10/21/2014,"Cumulative confirmed, probable and suspected cases",4772,96,481,10,147,43,4,41,818,632,8,2158,282,19,10,23
10/22/2014,Specimens collected,21,,,,,,,,,,,,,,,
10/22/2014,Specimens pending for testing,,,,,,,,,,,,,,,,
10/22/2014,Total specimens tested,,,,,,,,,,,,,,,,
10/22/2014,Newly reported deaths,19,,0,,0,,0,0,0,0,,19,0,0,,0
10/22/2014,Total death/s in confirmed cases,,,,,,,,,,,,,,,,
10/22/2014,Total death/s in probable cases,,,,,,,,,,,,,,,,
10/22/2014,Total death/s in suspected cases,,,,,,,,,,,,,,,,
10/22/2014,"Total death/s in confirmed, probable, suspected cases",2168,45,45,3,51,39,3,18,374,450,8,1082,31,8,1,10
10/22/2014,"Case Fatality Rate (CFR) - Confirmed & Probable Cases",,,,,,,,,,,,,,,,
10/22/2014,Newly reported contacts,142,,0,,6,,0,0,0,9,,127,0,0,,0
10/22/2014,Total contacts listed,,,,,,,,,,,,,,,,
10/22/2014,Currently under follow-up,7794,,166,,27,,3,7,328,1763,,4914,488,1,,97
10/22/2014,Contacts seen,6660,,0,,27,,0,0,0,1763,,4869,0,1,,0
10/22/2014,"Contacts who completed 21 day follow-up",256,,0,,0,,16,0,33,0,,207,0,0,,0
10/22/2014,Contacts lost to follow-up,15,,0,,0,,0,0,0,15,,0,0,0,,0
10/22/2014,New admissions,,,,,,,,,,,,,,,,
10/22/2014,"Total no. currently in Treatment Units",,,,,,,,,,,,,,,,
10/22/2014,Total discharges,,,,,,,,,,,,,,,,
10/22/2014,Cumulative admission/isolation,,,,,,,,,,,,,,,,
10/22/2014,Newly Reported Cases in HCW,0,,0,,0,,0,0,0,0,,0,0,0,,0
10/22/2014,Cumulative cases among HCW,296,11,23,0,5,4,0,0,22,66,1,151,11,1,0,1
10/22/2014,Newly Reported deaths in HCW,0,,0,,0,,0,0,0,0,,0,0,0,,0
10/22/2014,Cumulative deaths among HCW,,6,8,0,2,1,0,0,16,30,0,58,2,0,0,0
10/22/2014,New Case/s (Suspected),20,,0,,0,,0,0,2,2,,16,0,0,,0
10/22/2014,New Case/s (Probable),10,,0,,0,,0,0,0,1,,7,2,0,,0
10/22/2014,New case/s (confirmed),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/22/2014,Total suspected cases,2392,69,160,6,36,28,2,11,167,343,9,1461,82,3,5,10
10/22/2014,Total probable cases,1556,26,35,2,69,9,0,13,151,482,2,662,100,1,1,3
10/22/2014,Total confirmed cases,2218,59,69,4,16,22,2,2,304,275,2,1343,98,4,4,14
10/22/2014,"Total Number of Confirmed Cases of Sierra Leonean Nationality",,,,,,,,,,,,,,,,
10/22/2014,"Total Number of Confirmed Cases of Guinean Nationality",,,,,,,,,,,,,,,,
10/22/2014,"Cumulative confirmed, probable and suspected cases",6166,154,264,12,121,59,4,26,622,1100,13,3466,280,8,10,27
10/23/2014,Specimens collected,40,,,,,,,,,,,,,,,
10/23/2014,Specimens pending for testing,,,,,,,,,,,,,,,,
10/23/2014,Total specimens tested,,,,,,,,,,,,,,,,
10/23/2014,Newly reported deaths,41,,8,,0,1,0,0,7,7,,18,,,,
10/23/2014,Total death/s in confirmed cases,,,,,,,,,,,,,,,,
10/23/2014,Total death/s in probable cases,,,,,,,,,,,,,,,,
10/23/2014,Total death/s in suspected cases,,,,,,,,,,,,,,,,
10/23/2014,"Total death/s in confirmed, probable, suspected cases",2104,47,41,3,49,24,2,20,342,457,8,1060,26,7,8,10
10/23/2014,"Case Fatality Rate (CFR) - Confirmed & Probable Cases",,,,,,,,,,,,,,,,
10/23/2014,Newly reported contacts,124,,9,,6,0,2,0,23,15,,69,,,,
10/23/2014,Total contacts listed,,,,,,,,,,,,,,,,
10/23/2014,Currently under follow-up,7153,,80,,12,202,0,7,298,1771,,4783,,,,
10/23/2014,Contacts seen,7139,,80,,12,202,0,0,298,1771,,4776,,,,
10/23/2014,"Contacts who completed 21 day follow-up",599,,86,,333,0,16,0,20,8,,136,,,,
10/23/2014,Contacts lost to follow-up,36,,0,,0,21,0,0,0,15,,0,,,,
10/23/2014,New admissions,,,,,,,,,,,,,,,,
10/23/2014,"Total no. currently in Treatment Units",,,,,,,,,,,,,,,,
10/23/2014,Total discharges,,,,,,,,,,,,,,,,
10/23/2014,Cumulative admission/isolation,,,,,,,,,,,,,,,,
10/23/2014,Newly Reported Cases in HCW,0,,0,,0,0,0,0,0,0,,0,,,,
10/23/2014,Cumulative cases among HCW,299,11,23,0,5,4,0,0,22,66,1,153,11,2,0,1
10/23/2014,Newly Reported deaths in HCW,0,,0,,0,0,0,0,0,0,,0,,,,
10/23/2014,Cumulative deaths among HCW,123,6,8,0,2,1,0,0,16,30,0,58,2,0,0,0
10/23/2014,New Case/s (Suspected),35,,16,,1,1,0,0,1,6,,10,,,,
10/23/2014,New Case/s (Probable),5,,0,,0,0,0,0,0,2,,3,,,,
10/23/2014,New case/s (confirmed),6,,0,,0,0,0,0,0,2,,0,,,,
10/23/2014,Total suspected cases,2428,75,160,6,36,28,2,12,168,347,10,1480,82,7,5,10
10/23/2014,Total probable cases,1591,38,35,2,69,9,0,13,151,493,2,671,100,4,1,3
10/23/2014,Total confirmed cases,2229,60,69,4,16,22,2,2,304,279,2,1346,98,7,4,14
